word,sentiment,n
annoy,negative,1
annoyingly,negative,1
antagonist,negative,1
antiquated,negative,1
anxious,negative,1
appalled,negative,1
appreciates,positive,1
apprehension,negative,1
apprehensive,negative,1
ardor,positive,1
aspire,positive,1
astonished,positive,1
astoundingly,positive,1
astutely,positive,1
audible,positive,1
autocratic,negative,1
autonomous,positive,1
avidly,positive,1
awards,positive,1
awe,positive,1
awesomely,positive,1
awesomeness,positive,1
babble,negative,1
backbone,positive,1
baffling,negative,1
banal,negative,1
baseless,negative,1
battered,negative,1
battering,negative,1
bearish,negative,1
beautifully,positive,1
believable,positive,1
bellicose,negative,1
bemused,negative,1
beneficiary,positive,1
bent,negative,1
berserk,negative,1
beset,negative,1
betraying,negative,1
bitter,negative,1
bloom,positive,1
blunder,negative,1
blunders,negative,1
blur,negative,1
blurring,negative,1
bonkers,negative,1
bonuses,positive,1
booming,positive,1
bothering,negative,1
bothers,negative,1
brazenly,negative,1
breathtaking,positive,1
brilliantly,positive,1
buckle,negative,1
bugging,negative,1
bully,negative,1
bumped,negative,1
bungle,negative,1
burden,negative,1
burning,negative,1
burns,negative,1
butcher,negative,1
calmness,positive,1
cancerous,negative,1
carelessness,negative,1
carnage,negative,1
catastrophe,negative,1
catastrophic,negative,1
catchy,positive,1
cave,negative,1
celebrate,positive,1
charisma,positive,1
cheap,negative,1
cheaper,positive,1
cheapest,positive,1
cheaply,negative,1
cheesy,negative,1
clash,negative,1
classy,positive,1
cocky,negative,1
coercion,negative,1
coherent,positive,1
collapse,negative,1
comfy,positive,1
commend,positive,1
commonplace,negative,1
commotion,negative,1
complained,negative,1
complains,negative,1
complement,positive,1
complementary,positive,1
compliment,positive,1
conciliatory,positive,1
condemns,negative,1
confrontation,negative,1
confuses,negative,1
constructive,positive,1
contend,negative,1
convenience,positive,1
convincingly,positive,1
coolest,positive,1
costly,negative,1
counterproductive,negative,1
courageous,positive,1
cozy,positive,1
crappy,negative,1
crashed,negative,1
crept,negative,1
critic,negative,1
criticized,negative,1
crumbling,negative,1
crushing,negative,1
culpable,negative,1
curse,negative,1
cynical,negative,1
dazed,negative,1
deadly,negative,1
decadence,negative,1
deceive,negative,1
deceiving,negative,1
declines,negative,1
decry,negative,1
defect,negative,1
defensive,negative,1
defiant,negative,1
deficient,negative,1
demon,negative,1
dense,negative,1
dent,negative,1
deprive,negative,1
deprived,negative,1
desirable,positive,1
desperation,negative,1
despicably,negative,1
destruction,negative,1
destructive,negative,1
deter,negative,1
detest,negative,1
detested,negative,1
detrimental,negative,1
dictator,negative,1
diligently,positive,1
dim,negative,1
disable,negative,1
disagreement,negative,1
disapprove,negative,1
disarm,negative,1
disasterous,negative,1
disconcerted,negative,1
discontent,negative,1
disgust,negative,1
dishearten,negative,1
dishonesty,negative,1
disingenuously,negative,1
disliked,negative,1
dislikes,negative,1
disrespecting,negative,1
disruptive,negative,1
dissembler,negative,1
dissident,negative,1
distaste,negative,1
distasteful,negative,1
distinguished,positive,1
distorted,negative,1
distress,negative,1
distressed,negative,1
distressing,negative,1
divine,positive,1
divisive,negative,1
doldrums,negative,1
doom,negative,1
doubtless,positive,1
doubts,negative,1
douchebags,negative,1
downgrade,negative,1
downhill,negative,1
drain,negative,1
drains,negative,1
drastically,negative,1
drones,negative,1
dumps,negative,1
dungeon,negative,1
dynamic,positive,1
eagerness,positive,1
earnest,positive,1
effectiveness,positive,1
efficiently,positive,1
egocentric,negative,1
elegant,positive,1
eloquently,positive,1
embarrassingly,negative,1
embroiled,negative,1
empathize,positive,1
empower,positive,1
enjoyable,positive,1
enlighten,positive,1
enraged,negative,1
entrap,negative,1
entrust,positive,1
errors,negative,1
eviscerate,negative,1
excel,positive,1
excellence,positive,1
exceptional,positive,1
excessive,negative,1
exhausted,negative,1
exhaustion,negative,1
expired,negative,1
explode,negative,1
expropriation,negative,1
exterminate,negative,1
extortion,negative,1
faithful,positive,1
fallacies,negative,1
famine,negative,1
famously,positive,1
fateful,negative,1
fatigue,negative,1
favorable,positive,1
feign,negative,1
felon,negative,1
fever,negative,1
fictional,negative,1
fictitious,negative,1
fierce,negative,1
finer,positive,1
flagging,negative,1
flagrant,negative,1
flak,negative,1
flake,negative,1
flawlessly,positive,1
flaws,negative,1
fleeing,negative,1
floored,negative,1
flourish,positive,1
fond,positive,1
forbid,negative,1
foremost,positive,1
foresight,positive,1
forgetful,negative,1
foul,negative,1
fragile,negative,1
fraudulent,negative,1
freeze,negative,1
friggin,negative,1
frigging,negative,1
frighteningly,negative,1
frown,negative,1
frozen,negative,1
frustrate,negative,1
frustrates,negative,1
furiously,negative,1
futility,negative,1
gaffe,negative,1
gaining,positive,1
gallantly,positive,1
geezer,negative,1
gems,positive,1
generosity,positive,1
gentle,positive,1
gibberish,negative,1
gimmick,negative,1
gleefully,positive,1
glitter,positive,1
glorify,positive,1
glorious,positive,1
goodwill,positive,1
gracefully,positive,1
graciously,positive,1
gratitude,positive,1
gullible,negative,1
hallmark,positive,1
handsome,positive,1
hangs,negative,1
happier,positive,1
hassle,negative,1
headaches,negative,1
heartbreaking,negative,1
hideous,negative,1
hinder,negative,1
hopeful,positive,1
horrendous,negative,1
horrific,negative,1
horrified,negative,1
hubris,negative,1
humane,positive,1
humble,positive,1
humming,negative,1
humour,positive,1
idyllic,positive,1
illness,negative,1
illuminate,positive,1
impassioned,positive,1
impatient,negative,1
impending,negative,1
imperfections,negative,1
imposing,negative,1
impulsive,negative,1
impunity,negative,1
inaccurate,negative,1
inaccurately,negative,1
inactive,negative,1
inadequate,negative,1
inappropriate,negative,1
inarticulate,negative,1
incapable,negative,1
incendiary,negative,1
incitement,negative,1
inconsistent,negative,1
incorrectly,negative,1
incredulous,negative,1
individualized,positive,1
indoctrination,negative,1
ineffectual,negative,1
ineptitude,negative,1
inferior,negative,1
infest,negative,1
inflated,negative,1
inflict,negative,1
infraction,negative,1
infringe,negative,1
infuriate,negative,1
ingenuity,positive,1
innocuous,positive,1
insanity,negative,1
insecurity,negative,1
insignificance,negative,1
insincerity,negative,1
intimidate,negative,1
intricate,positive,1
inundated,negative,1
invasive,negative,1
invisible,negative,1
ire,negative,1
irrational,negative,1
irregularity,negative,1
irresponsibly,negative,1
irritating,negative,1
jerky,negative,1
junk,negative,1
knife,negative,1
lag,negative,1
lapses,negative,1
lawful,positive,1
leakage,negative,1
lethal,negative,1
levity,positive,1
lewd,negative,1
lighter,positive,1
likable,positive,1
livid,negative,1
lone,negative,1
loopholes,negative,1
louder,negative,1
luckiest,positive,1
lucrative,positive,1
lukewarm,negative,1
lurid,negative,1
lyrical,positive,1
madden,negative,1
malady,negative,1
marginally,negative,1
maturity,positive,1
meaningless,negative,1
mediocrity,negative,1
menace,negative,1
mendacious,negative,1
mercilessly,negative,1
mesmerized,positive,1
messes,negative,1
miracle,positive,1
misguided,negative,1
misinterpret,negative,1
mispronounce,negative,1
misrepresent,negative,1
misses,negative,1
misunderstand,negative,1
mockery,negative,1
mockingly,negative,1
monstrous,negative,1
monumental,positive,1
monumentally,positive,1
mortified,negative,1
muddy,negative,1
mysteriously,negative,1
naughty,negative,1
neat,positive,1
needlessly,negative,1
nefariously,negative,1
neglected,negative,1
nifty,positive,1
nimble,positive,1
noble,positive,1
notably,positive,1
noteworthy,positive,1
notoriety,negative,1
notorious,negative,1
novelty,positive,1
object,negative,1
objections,negative,1
obliterate,negative,1
obnoxiously,negative,1
obscenity,negative,1
obscurity,negative,1
obstruct,negative,1
obstructing,negative,1
obstruction,negative,1
obstructs,negative,1
obtrusive,negative,1
obtuse,negative,1
oddest,negative,1
oddly,negative,1
oppose,negative,1
ovation,positive,1
overact,negative,1
overkill,negative,1
overlook,negative,1
overpaid,negative,1
overreach,negative,1
oversimplification,negative,1
overstatement,negative,1
overthrow,negative,1
overwhelmingly,negative,1
pains,negative,1
pan,negative,1
pandemonium,negative,1
pander,negative,1
parasite,negative,1
pardon,positive,1
partisans,negative,1
passionate,positive,1
paucity,negative,1
peaceful,positive,1
peculiar,negative,1
perfection,positive,1
peril,negative,1
pernicious,negative,1
persecution,negative,1
perturbed,negative,1
perverted,negative,1
perverts,negative,1
phobic,negative,1
pigs,negative,1
pinch,negative,1
pique,negative,1
plight,negative,1
ploy,negative,1
poignant,positive,1
polished,positive,1
positives,positive,1
pout,negative,1
prejudices,negative,1
prestige,positive,1
prestigious,positive,1
pride,positive,1
prodigy,positive,1
proficient,positive,1
profound,positive,1
proprietary,negative,1
prosper,positive,1
protective,positive,1
protesting,negative,1
protracted,negative,1
provocative,negative,1
punishable,negative,1
puny,negative,1
puzzled,negative,1
qualms,negative,1
quash,negative,1
quicker,positive,1
rampant,negative,1
rants,negative,1
raping,negative,1
rapt,positive,1
rational,positive,1
rattle,negative,1
reasonable,positive,1
reasoned,positive,1
rebellious,negative,1
recommendation,positive,1
redeem,positive,1
refine,positive,1
refresh,positive,1
refunded,positive,1
regretted,negative,1
rejuvenate,positive,1
relaxed,positive,1
reluctance,negative,1
reluctant,negative,1
reluctantly,negative,1
renaissance,positive,1
renounce,negative,1
renowned,positive,1
repression,negative,1
resentment,negative,1
resigned,negative,1
responsive,positive,1
restricted,negative,1
restriction,negative,1
restructure,positive,1
restructuring,positive,1
retaliate,negative,1
retarded,negative,1
revere,positive,1
revoke,negative,1
revolutionary,positive,1
rhetoric,negative,1
rife,negative,1
rigid,negative,1
riled,negative,1
rival,negative,1
rivalry,negative,1
romantic,positive,1
rot,negative,1
rotten,negative,1
rumours,negative,1
sack,negative,1
salacious,negative,1
sanctimonious,negative,1
sarcastic,negative,1
satisfying,positive,1
savagery,negative,1
scandalous,negative,1
scant,negative,1
scarce,negative,1
scarily,negative,1
scold,negative,1
scrambled,negative,1
scrambles,negative,1
seasoned,positive,1
securely,positive,1
seedy,negative,1
selective,positive,1
selfish,negative,1
sensationally,positive,1
severity,negative,1
shamefully,negative,1
shameless,negative,1
shiny,positive,1
shortage,negative,1
siege,negative,1
skepticism,negative,1
slack,negative,1
slaves,negative,1
sleazy,negative,1
slick,positive,1
sloppy,negative,1
slower,negative,1
sly,negative,1
smack,negative,1
smear,negative,1
smelling,negative,1
smoldering,negative,1
smooth,positive,1
smouldering,negative,1
smugly,negative,1
smut,negative,1
snobbish,negative,1
solace,positive,1
sore,negative,1
sour,negative,1
spank,negative,1
spew,negative,1
spewing,negative,1
sporty,positive,1
squeak,negative,1
stab,negative,1
stability,positive,1
stabilize,positive,1
stain,negative,1
stale,negative,1
stall,negative,1
static,negative,1
stellar,positive,1
stew,negative,1
stiff,negative,1
stifle,negative,1
stinks,negative,1
straightforward,positive,1
streamlined,positive,1
stumbled,negative,1
stunt,negative,1
stuttered,negative,1
subjugate,negative,1
subservient,negative,1
subsidize,positive,1
substantive,positive,1
succes,positive,1
succumb,negative,1
suffered,negative,1
superstition,negative,1
suppression,negative,1
surreal,positive,1
survivor,positive,1
suspicion,negative,1
swagger,negative,1
sweetheart,positive,1
swift,positive,1
swindle,negative,1
talents,positive,1
tanked,negative,1
tease,negative,1
tenderly,positive,1
tenderness,negative,1
thriving,positive,1
thug,negative,1
tidy,positive,1
tops,positive,1
torture,negative,1
torturing,negative,1
totalitarian,negative,1
tout,negative,1
tragic,negative,1
tranquility,positive,1
trauma,negative,1
tricked,negative,1
triumph,positive,1
troubled,negative,1
trustworthiness,positive,1
truthfully,positive,1
tumble,negative,1
turmoil,negative,1
tyrant,negative,1
uncertain,negative,1
unclean,negative,1
uncomfortably,negative,1
unconditional,positive,1
undefined,negative,1
underestimate,negative,1
undue,negative,1
uneasy,negative,1
unequivocally,positive,1
unexpected,negative,1
unfit,negative,1
unforeseen,negative,1
unimaginable,negative,1
unintelligible,negative,1
unity,positive,1
unjust,negative,1
unlawful,negative,1
unmatched,positive,1
unnerved,negative,1
unnoticed,negative,1
unparalleled,positive,1
unproductive,negative,1
unravel,negative,1
unrealistic,negative,1
unreliable,negative,1
unruly,negative,1
untenable,negative,1
unworthy,negative,1
uprising,negative,1
upsets,negative,1
vehemently,negative,1
vengeance,negative,1
verifiable,positive,1
versatile,positive,1
viciously,negative,1
viewable,positive,1
vigilance,positive,1
villian,negative,1
virus,negative,1
vouch,positive,1
vulgar,negative,1
warm,positive,1
wayward,negative,1
wholeheartedly,positive,1
wholesome,positive,1
wicked,negative,1
wonderfully,positive,1
woo,positive,1
worryingly,negative,1
wound,negative,1
wrongful,negative,1
zapped,negative,1
zeal,positive,1
zealous,negative,1
